colour,x,y,showSelected,PANEL,group,fill
#FFFF00,0.541415546263564,0.785770501643129,9,1,3,#FFFF00
#FFFF00,0.62515368927243,0.677033601808545,9,1,3,#FFFF00
#FFFF00,0.824760559565269,0.598032471936921,9,1,3,#FFFF00
#FFFF00,0.245218476454938,0.356723785037562,9,1,3,#FFFF00
#FFFF00,0.746077928166324,0.621253790268747,9,1,3,#FFFF00
#00FF00,0.768861164850836,0.448312890796663,9,1,1,#00FF00
#00FF00,0.16354298330774,0.330462674249987,9,1,1,#00FF00
#FFFF00,0.0828438995410998,0.882043609610109,9,1,3,#FFFF00
#FF0000,0.0818109733667877,0.513584713101825,9,1,2,#FF0000
#BEBEBE,0.245695807317253,0.632383368766982,9,1,4,#BEBEBE
#00FF00,0.586448228091368,0.555891414601264,9,1,1,#00FF00
#00FF00,0.679968433478977,0.364455731542885,10,1,1,#00FF00
#00FF00,0.644483078214346,0.457565155403036,10,1,1,#00FF00
#FFFF00,0.891530318729696,0.691455348503737,10,1,3,#FFFF00
#00FF00,0.802266426417523,0.571923522238934,10,1,1,#00FF00
#00FF00,0.72059728181414,0.655716886996801,10,1,1,#00FF00
#00FF00,0.734882464396397,0.423438012158961,10,1,1,#00FF00
#00FF00,0.676260628221147,0.567078488172406,10,1,1,#00FF00
#00FF00,0.796441770029863,0.559804523138499,10,1,1,#00FF00
#00FF00,0.360932552007294,0.597524772777338,10,1,1,#00FF00
#00FF00,0.481198049248665,0.336549734431805,10,1,1,#00FF00
#00FF00,0.696962225685018,0.685747087328091,10,1,1,#00FF00
#00FF00,0.841665634512642,0.628789085775241,10,1,1,#00FF00
#00FF00,0.507954708457324,0.227268338950817,10,1,1,#00FF00
#00FF00,0.195656492276102,0.455911563986121,10,1,1,#00FF00
#00FF00,0.144337555374127,0.375779087579473,10,1,1,#00FF00
#FFFF00,0.846332173446943,0.63196562923617,10,1,3,#FFFF00
#00FF00,0.729004561008234,0.169110063795379,10,1,1,#00FF00
#00FF00,0.59249039508555,0.417006107108355,10,1,1,#00FF00
#00FF00,0.745168666978733,0.070317940413265,10,1,1,#00FF00
#00FF00,0.541415546263564,0.785770501643129,10,1,1,#00FF00
#00FF00,0.62515368927243,0.677033601808545,10,1,1,#00FF00
#00FF00,0.824760559565269,0.598032471936921,10,1,1,#00FF00
#00FF00,0.245218476454938,0.356723785037562,10,1,1,#00FF00
#00FF00,0.746077928166324,0.621253790268747,10,1,1,#00FF00
#00FF00,0.768861164850836,0.448312890796663,10,1,1,#00FF00
#00FF00,0.16354298330774,0.330462674249987,10,1,1,#00FF00
#00FF00,0.0828438995410998,0.882043609610109,10,1,1,#00FF00
#00FF00,0.0818109733667877,0.513584713101825,10,1,1,#00FF00
#00FF00,0.245695807317253,0.632383368766982,10,1,1,#00FF00
#00FF00,0.586448228091368,0.555891414601264,10,1,1,#00FF00
#FFFF00,0.679968433478977,0.364455731542885,11,1,3,#FFFF00
#00FF00,0.644483078214346,0.457565155403036,11,1,1,#00FF00
#FFFF00,0.891530318729696,0.691455348503737,11,1,3,#FFFF00
#00FF00,0.802266426417523,0.571923522238934,11,1,1,#00FF00
#FFFF00,0.72059728181414,0.655716886996801,11,1,3,#FFFF00
#00FF00,0.734882464396397,0.423438012158961,11,1,1,#00FF00
#00FF00,0.676260628221147,0.567078488172406,11,1,1,#00FF00
#00FF00,0.796441770029863,0.559804523138499,11,1,1,#00FF00
#FFFF00,0.360932552007294,0.597524772777338,11,1,3,#FFFF00
#FFFF00,0.481198049248665,0.336549734431805,11,1,3,#FFFF00
#FFFF00,0.696962225685018,0.685747087328091,11,1,3,#FFFF00
#FFFF00,0.841665634512642,0.628789085775241,11,1,3,#FFFF00
#00FF00,0.507954708457324,0.227268338950817,11,1,1,#00FF00
#00FF00,0.195656492276102,0.455911563986121,11,1,1,#00FF00
#FFFF00,0.144337555374127,0.375779087579473,11,1,3,#FFFF00
#00FF00,0.846332173446943,0.63196562923617,11,1,1,#00FF00
#00FF00,0.729004561008234,0.169110063795379,11,1,1,#00FF00
#FFFF00,0.59249039508555,0.417006107108355,11,1,3,#FFFF00
#FFFF00,0.745168666978733,0.070317940413265,11,1,3,#FFFF00
#00FF00,0.541415546263564,0.785770501643129,11,1,1,#00FF00
#FFFF00,0.62515368927243,0.677033601808545,11,1,3,#FFFF00
#00FF00,0.824760559565269,0.598032471936921,11,1,1,#00FF00
#FFFF00,0.245218476454938,0.356723785037562,11,1,3,#FFFF00
#00FF00,0.746077928166324,0.621253790268747,11,1,1,#00FF00
#FFFF00,0.768861164850836,0.448312890796663,11,1,3,#FFFF00
#FFFF00,0.16354298330774,0.330462674249987,11,1,3,#FFFF00
#FFFF00,0.0828438995410998,0.882043609610109,11,1,3,#FFFF00
#FFFF00,0.0818109733667877,0.513584713101825,11,1,3,#FFFF00
#00FF00,0.245695807317253,0.632383368766982,11,1,1,#00FF00
#FFFF00,0.586448228091368,0.555891414601264,11,1,3,#FFFF00
#00FF00,0.679968433478977,0.364455731542885,12,1,1,#00FF00
#00FF00,0.644483078214346,0.457565155403036,12,1,1,#00FF00
#FFFF00,0.891530318729696,0.691455348503737,12,1,3,#FFFF00
#FFFF00,0.802266426417523,0.571923522238934,12,1,3,#FFFF00
#FFFF00,0.72059728181414,0.655716886996801,12,1,3,#FFFF00
#FFFF00,0.734882464396397,0.423438012158961,12,1,3,#FFFF00
#00FF00,0.676260628221147,0.567078488172406,12,1,1,#00FF00
#FFFF00,0.796441770029863,0.559804523138499,12,1,3,#FFFF00
#FFFF00,0.360932552007294,0.597524772777338,12,1,3,#FFFF00
#FFFF00,0.481198049248665,0.336549734431805,12,1,3,#FFFF00
#00FF00,0.696962225685018,0.685747087328091,12,1,1,#00FF00
#FFFF00,0.841665634512642,0.628789085775241,12,1,3,#FFFF00
#FFFF00,0.507954708457324,0.227268338950817,12,1,3,#FFFF00
#00FF00,0.195656492276102,0.455911563986121,12,1,1,#00FF00
#FFFF00,0.144337555374127,0.375779087579473,12,1,3,#FFFF00
#FFFF00,0.846332173446943,0.63196562923617,12,1,3,#FFFF00
#FFFF00,0.729004561008234,0.169110063795379,12,1,3,#FFFF00
#00FF00,0.59249039508555,0.417006107108355,12,1,1,#00FF00
#FFFF00,0.745168666978733,0.070317940413265,12,1,3,#FFFF00
#00FF00,0.541415546263564,0.785770501643129,12,1,1,#00FF00
#00FF00,0.62515368927243,0.677033601808545,12,1,1,#00FF00
#FFFF00,0.824760559565269,0.598032471936921,12,1,3,#FFFF00
#FFFF00,0.245218476454938,0.356723785037562,12,1,3,#FFFF00
#FFFF00,0.746077928166324,0.621253790268747,12,1,3,#FFFF00
#00FF00,0.768861164850836,0.448312890796663,12,1,1,#00FF00
#FFFF00,0.16354298330774,0.330462674249987,12,1,3,#FFFF00
#FFFF00,0.0828438995410998,0.882043609610109,12,1,3,#FFFF00
#FFFF00,0.0818109733667877,0.513584713101825,12,1,3,#FFFF00
#BEBEBE,0.245695807317253,0.632383368766982,12,1,4,#BEBEBE
#00FF00,0.586448228091368,0.555891414601264,12,1,1,#00FF00
#BEBEBE,0.679968433478977,0.364455731542885,13,1,4,#BEBEBE
#00FF00,0.644483078214346,0.457565155403036,13,1,1,#00FF00
#BEBEBE,0.891530318729696,0.691455348503737,13,1,4,#BEBEBE
#BEBEBE,0.802266426417523,0.571923522238934,13,1,4,#BEBEBE
#BEBEBE,0.72059728181414,0.655716886996801,13,1,4,#BEBEBE
#BEBEBE,0.734882464396397,0.423438012158961,13,1,4,#BEBEBE
#BEBEBE,0.676260628221147,0.567078488172406,13,1,4,#BEBEBE
#BEBEBE,0.796441770029863,0.559804523138499,13,1,4,#BEBEBE
#BEBEBE,0.360932552007294,0.597524772777338,13,1,4,#BEBEBE
#BEBEBE,0.481198049248665,0.336549734431805,13,1,4,#BEBEBE
#FFFF00,0.696962225685018,0.685747087328091,13,1,3,#FFFF00
#BEBEBE,0.841665634512642,0.628789085775241,13,1,4,#BEBEBE
#BEBEBE,0.507954708457324,0.227268338950817,13,1,4,#BEBEBE
#00FF00,0.195656492276102,0.455911563986121,13,1,1,#00FF00
#00FF00,0.144337555374127,0.375779087579473,13,1,1,#00FF00
#BEBEBE,0.846332173446943,0.63196562923617,13,1,4,#BEBEBE
#BEBEBE,0.729004561008234,0.169110063795379,13,1,4,#BEBEBE
#BEBEBE,0.59249039508555,0.417006107108355,13,1,4,#BEBEBE
#BEBEBE,0.745168666978733,0.070317940413265,13,1,4,#BEBEBE
#BEBEBE,0.541415546263564,0.785770501643129,13,1,4,#BEBEBE
#BEBEBE,0.62515368927243,0.677033601808545,13,1,4,#BEBEBE
#BEBEBE,0.824760559565269,0.598032471936921,13,1,4,#BEBEBE
#FFFF00,0.245218476454938,0.356723785037562,13,1,3,#FFFF00
#BEBEBE,0.746077928166324,0.621253790268747,13,1,4,#BEBEBE
#BEBEBE,0.768861164850836,0.448312890796663,13,1,4,#BEBEBE
#FFFF00,0.16354298330774,0.330462674249987,13,1,3,#FFFF00
#BEBEBE,0.0828438995410998,0.882043609610109,13,1,4,#BEBEBE
#FFFF00,0.0818109733667877,0.513584713101825,13,1,3,#FFFF00
#BEBEBE,0.245695807317253,0.632383368766982,13,1,4,#BEBEBE
