x,y,PANEL,group
0.0454545454545455,0.0454545454545455,1,1
0.0768025078369906,0.0768025078369906,1,1
0.108150470219436,0.108150470219436,1,1
0.139498432601881,0.139498432601881,1,1
0.170846394984326,0.170846394984326,1,1
0.202194357366771,0.202194357366771,1,1
0.233542319749216,0.233542319749216,1,1
0.264890282131661,0.264890282131661,1,1
0.296238244514107,0.296238244514107,1,1
0.327586206896552,0.327586206896552,1,1
0.358934169278997,0.358934169278997,1,1
0.390282131661442,0.390282131661442,1,1
0.421630094043887,0.421630094043887,1,1
0.452978056426332,0.452978056426332,1,1
0.484326018808777,0.484326018808777,1,1
0.515673981191223,0.515673981191223,1,1
0.547021943573668,0.547021943573668,1,1
0.578369905956113,0.578369905956113,1,1
0.609717868338558,0.609717868338558,1,1
0.641065830721003,0.641065830721003,1,1
0.672413793103448,0.672413793103448,1,1
0.703761755485893,0.703761755485893,1,1
0.735109717868339,0.735109717868339,1,1
0.766457680250784,0.766457680250784,1,1
0.797805642633229,0.797805642633229,1,1
0.829153605015674,0.829153605015674,1,1
0.860501567398119,0.860501567398119,1,1
0.891849529780564,0.891849529780564,1,1
0.923197492163009,0.923197492163009,1,1
0.954545454545455,0.954545454545455,1,1
