x,y,PANEL,group
0.0394736842105263,0.28803650491292,1,1
0.105263157894737,0.0454545454545454,1,1
0.171052631578947,0.2989383839836,1,1
0.236842105263158,0.225078076819807,1,1
0.302631578947368,0.374385327262377,1,1
0.368421052631579,0.09851654748668,1,1
0.434210526315789,0.206094800787685,1,1
0.5,0.0460374138469909,1,1
0.565789473684211,0.954545454545455,1,1
0.631578947368421,0.225923452922031,1,1
0.697368421052632,0.650773683137021,1,1
0.763157894736842,0.695928302949464,1,1
0.828947368421053,0.532142549845217,1,1
