x,y,PANEL,group
0.162304276700164,0.162304276700164,1,1
0.164641271325076,0.164641271325076,1,1
0.166978265949988,0.166978265949988,1,1
0.169315260574901,0.169315260574901,1,1
0.171652255199813,0.171652255199813,1,1
0.173989249824725,0.173989249824725,1,1
0.176326244449638,0.176326244449638,1,1
0.17866323907455,0.17866323907455,1,1
0.181000233699462,0.181000233699462,1,1
0.183337228324375,0.183337228324375,1,1
0.185674222949287,0.185674222949287,1,1
0.1880112175742,0.1880112175742,1,1
0.190348212199112,0.190348212199112,1,1
0.192685206824024,0.192685206824024,1,1
0.195022201448937,0.195022201448937,1,1
0.197359196073849,0.197359196073849,1,1
0.199696190698761,0.199696190698761,1,1
0.202033185323674,0.202033185323674,1,1
0.204370179948586,0.204370179948586,1,1
0.206707174573498,0.206707174573498,1,1
0.209044169198411,0.209044169198411,1,1
0.211381163823323,0.211381163823323,1,1
0.213718158448236,0.213718158448236,1,1
0.216055153073148,0.216055153073148,1,1
0.21839214769806,0.21839214769806,1,1
0.220729142322973,0.220729142322973,1,1
0.223066136947885,0.223066136947885,1,1
0.225403131572797,0.225403131572797,1,1
0.22774012619771,0.22774012619771,1,1
0.230077120822622,0.230077120822622,1,1
0.232414115447534,0.232414115447534,1,1
0.234751110072447,0.234751110072447,1,1
0.237088104697359,0.237088104697359,1,1
0.239425099322272,0.239425099322272,1,1
0.241762093947184,0.241762093947184,1,1
0.244099088572096,0.244099088572096,1,1
0.246436083197009,0.246436083197009,1,1
0.248773077821921,0.248773077821921,1,1
0.251110072446833,0.251110072446833,1,1
0.253447067071746,0.253447067071746,1,1
0.255784061696658,0.255784061696658,1,1
0.258121056321571,0.258121056321571,1,1
0.260458050946483,0.260458050946483,1,1
0.262795045571395,0.262795045571395,1,1
0.265132040196308,0.265132040196308,1,1
0.26746903482122,0.26746903482122,1,1
0.269806029446132,0.269806029446132,1,1
0.272143024071045,0.272143024071045,1,1
0.274480018695957,0.274480018695957,1,1
0.276817013320869,0.276817013320869,1,1
0.279154007945782,0.279154007945782,1,1
0.281491002570694,0.281491002570694,1,1
0.283827997195606,0.283827997195606,1,1
0.286164991820519,0.286164991820519,1,1
0.288501986445431,0.288501986445431,1,1
0.290838981070344,0.290838981070344,1,1
0.293175975695256,0.293175975695256,1,1
0.295512970320168,0.295512970320168,1,1
0.297849964945081,0.297849964945081,1,1
0.300186959569993,0.300186959569993,1,1
0.302523954194905,0.302523954194905,1,1
0.304860948819818,0.304860948819818,1,1
0.30719794344473,0.30719794344473,1,1
0.309534938069642,0.309534938069642,1,1
0.311871932694555,0.311871932694555,1,1
0.314208927319467,0.314208927319467,1,1
0.31654592194438,0.31654592194438,1,1
0.318882916569292,0.318882916569292,1,1
0.321219911194204,0.321219911194204,1,1
0.323556905819117,0.323556905819117,1,1
0.325893900444029,0.325893900444029,1,1
0.328230895068941,0.328230895068941,1,1
0.330567889693854,0.330567889693854,1,1
0.332904884318766,0.332904884318766,1,1
0.335241878943678,0.335241878943678,1,1
0.337578873568591,0.337578873568591,1,1
0.339915868193503,0.339915868193503,1,1
0.342252862818415,0.342252862818415,1,1
0.344589857443328,0.344589857443328,1,1
0.34692685206824,0.34692685206824,1,1
0.349263846693153,0.349263846693153,1,1
0.351600841318065,0.351600841318065,1,1
0.353937835942977,0.353937835942977,1,1
0.35627483056789,0.35627483056789,1,1
0.358611825192802,0.358611825192802,1,1
0.360948819817714,0.360948819817714,1,1
0.363285814442627,0.363285814442627,1,1
0.365622809067539,0.365622809067539,1,1
0.367959803692452,0.367959803692452,1,1
0.370296798317364,0.370296798317364,1,1
0.372633792942276,0.372633792942276,1,1
0.374970787567189,0.374970787567189,1,1
0.377307782192101,0.377307782192101,1,1
0.379644776817013,0.379644776817013,1,1
0.381981771441926,0.381981771441926,1,1
0.384318766066838,0.384318766066838,1,1
0.38665576069175,0.38665576069175,1,1
0.388992755316663,0.388992755316663,1,1
0.391329749941575,0.391329749941575,1,1
0.393666744566487,0.393666744566487,1,1
0.3960037391914,0.3960037391914,1,1
0.398340733816312,0.398340733816312,1,1
0.400677728441225,0.400677728441225,1,1
0.403014723066137,0.403014723066137,1,1
0.405351717691049,0.405351717691049,1,1
0.407688712315962,0.407688712315962,1,1
0.410025706940874,0.410025706940874,1,1
0.412362701565786,0.412362701565786,1,1
0.414699696190699,0.414699696190699,1,1
0.417036690815611,0.417036690815611,1,1
0.419373685440524,0.419373685440524,1,1
0.421710680065436,0.421710680065436,1,1
0.424047674690348,0.424047674690348,1,1
0.426384669315261,0.426384669315261,1,1
0.428721663940173,0.428721663940173,1,1
0.431058658565085,0.431058658565085,1,1
0.433395653189998,0.433395653189998,1,1
0.43573264781491,0.43573264781491,1,1
0.438069642439822,0.438069642439822,1,1
0.440406637064735,0.440406637064735,1,1
0.442743631689647,0.442743631689647,1,1
0.445080626314559,0.445080626314559,1,1
0.447417620939472,0.447417620939472,1,1
0.449754615564384,0.449754615564384,1,1
0.452091610189297,0.452091610189297,1,1
0.454428604814209,0.454428604814209,1,1
0.456765599439121,0.456765599439121,1,1
0.459102594064034,0.459102594064034,1,1
0.461439588688946,0.461439588688946,1,1
0.463776583313858,0.463776583313858,1,1
0.466113577938771,0.466113577938771,1,1
0.468450572563683,0.468450572563683,1,1
0.470787567188595,0.470787567188595,1,1
0.473124561813508,0.473124561813508,1,1
0.47546155643842,0.47546155643842,1,1
0.477798551063333,0.477798551063333,1,1
0.480135545688245,0.480135545688245,1,1
0.482472540313157,0.482472540313157,1,1
0.48480953493807,0.48480953493807,1,1
0.487146529562982,0.487146529562982,1,1
0.489483524187894,0.489483524187894,1,1
0.491820518812807,0.491820518812807,1,1
0.494157513437719,0.494157513437719,1,1
0.496494508062631,0.496494508062631,1,1
0.498831502687544,0.498831502687544,1,1
0.501168497312456,0.501168497312456,1,1
0.503505491937369,0.503505491937369,1,1
0.505842486562281,0.505842486562281,1,1
0.508179481187193,0.508179481187193,1,1
0.510516475812106,0.510516475812106,1,1
0.512853470437018,0.512853470437018,1,1
0.51519046506193,0.51519046506193,1,1
0.517527459686843,0.517527459686843,1,1
0.519864454311755,0.519864454311755,1,1
0.522201448936667,0.522201448936667,1,1
0.52453844356158,0.52453844356158,1,1
0.526875438186492,0.526875438186492,1,1
0.529212432811405,0.529212432811405,1,1
0.531549427436317,0.531549427436317,1,1
0.533886422061229,0.533886422061229,1,1
0.536223416686142,0.536223416686142,1,1
0.538560411311054,0.538560411311054,1,1
0.540897405935966,0.540897405935966,1,1
0.543234400560879,0.543234400560879,1,1
0.545571395185791,0.545571395185791,1,1
0.547908389810703,0.547908389810703,1,1
0.550245384435616,0.550245384435616,1,1
0.552582379060528,0.552582379060528,1,1
0.554919373685441,0.554919373685441,1,1
0.557256368310353,0.557256368310353,1,1
0.559593362935265,0.559593362935265,1,1
0.561930357560178,0.561930357560178,1,1
0.56426735218509,0.56426735218509,1,1
0.566604346810002,0.566604346810002,1,1
0.568941341434915,0.568941341434915,1,1
0.571278336059827,0.571278336059827,1,1
0.573615330684739,0.573615330684739,1,1
0.575952325309652,0.575952325309652,1,1
0.578289319934564,0.578289319934564,1,1
0.580626314559477,0.580626314559477,1,1
0.582963309184389,0.582963309184389,1,1
0.585300303809301,0.585300303809301,1,1
0.587637298434214,0.587637298434214,1,1
0.589974293059126,0.589974293059126,1,1
0.592311287684038,0.592311287684038,1,1
0.594648282308951,0.594648282308951,1,1
0.596985276933863,0.596985276933863,1,1
0.599322271558775,0.599322271558775,1,1
0.601659266183688,0.601659266183688,1,1
0.6039962608086,0.6039962608086,1,1
0.606333255433512,0.606333255433512,1,1
0.608670250058425,0.608670250058425,1,1
0.611007244683337,0.611007244683337,1,1
0.61334423930825,0.61334423930825,1,1
0.615681233933162,0.615681233933162,1,1
0.618018228558074,0.618018228558074,1,1
0.620355223182987,0.620355223182987,1,1
0.622692217807899,0.622692217807899,1,1
0.625029212432811,0.625029212432811,1,1
0.627366207057724,0.627366207057724,1,1
0.629703201682636,0.629703201682636,1,1
0.632040196307548,0.632040196307548,1,1
0.634377190932461,0.634377190932461,1,1
0.636714185557373,0.636714185557373,1,1
0.639051180182286,0.639051180182286,1,1
0.641388174807198,0.641388174807198,1,1
0.64372516943211,0.64372516943211,1,1
0.646062164057023,0.646062164057023,1,1
0.648399158681935,0.648399158681935,1,1
0.650736153306847,0.650736153306847,1,1
0.65307314793176,0.65307314793176,1,1
0.655410142556672,0.655410142556672,1,1
0.657747137181585,0.657747137181585,1,1
0.660084131806497,0.660084131806497,1,1
0.662421126431409,0.662421126431409,1,1
0.664758121056322,0.664758121056322,1,1
0.667095115681234,0.667095115681234,1,1
0.669432110306146,0.669432110306146,1,1
0.671769104931059,0.671769104931059,1,1
0.674106099555971,0.674106099555971,1,1
0.676443094180883,0.676443094180883,1,1
0.678780088805796,0.678780088805796,1,1
0.681117083430708,0.681117083430708,1,1
0.683454078055621,0.683454078055621,1,1
0.685791072680533,0.685791072680533,1,1
0.688128067305445,0.688128067305445,1,1
0.690465061930358,0.690465061930358,1,1
0.69280205655527,0.69280205655527,1,1
0.695139051180182,0.695139051180182,1,1
0.697476045805095,0.697476045805095,1,1
0.699813040430007,0.699813040430007,1,1
0.702150035054919,0.702150035054919,1,1
0.704487029679832,0.704487029679832,1,1
0.706824024304744,0.706824024304744,1,1
0.709161018929656,0.709161018929656,1,1
0.711498013554569,0.711498013554569,1,1
0.713835008179481,0.713835008179481,1,1
0.716172002804394,0.716172002804394,1,1
0.718508997429306,0.718508997429306,1,1
0.720845992054218,0.720845992054218,1,1
0.723182986679131,0.723182986679131,1,1
0.725519981304043,0.725519981304043,1,1
0.727856975928955,0.727856975928955,1,1
0.730193970553868,0.730193970553868,1,1
0.73253096517878,0.73253096517878,1,1
0.734867959803692,0.734867959803692,1,1
0.737204954428605,0.737204954428605,1,1
0.739541949053517,0.739541949053517,1,1
0.74187894367843,0.74187894367843,1,1
0.744215938303342,0.744215938303342,1,1
0.746552932928254,0.746552932928254,1,1
0.748889927553167,0.748889927553167,1,1
0.751226922178079,0.751226922178079,1,1
0.753563916802991,0.753563916802991,1,1
0.755900911427904,0.755900911427904,1,1
0.758237906052816,0.758237906052816,1,1
0.760574900677728,0.760574900677728,1,1
0.762911895302641,0.762911895302641,1,1
0.765248889927553,0.765248889927553,1,1
0.767585884552466,0.767585884552466,1,1
0.769922879177378,0.769922879177378,1,1
0.77225987380229,0.77225987380229,1,1
0.774596868427203,0.774596868427203,1,1
0.776933863052115,0.776933863052115,1,1
0.779270857677027,0.779270857677027,1,1
0.78160785230194,0.78160785230194,1,1
0.783944846926852,0.783944846926852,1,1
0.786281841551764,0.786281841551764,1,1
0.788618836176677,0.788618836176677,1,1
0.790955830801589,0.790955830801589,1,1
0.793292825426501,0.793292825426501,1,1
0.795629820051414,0.795629820051414,1,1
0.797966814676326,0.797966814676326,1,1
0.800303809301239,0.800303809301239,1,1
0.802640803926151,0.802640803926151,1,1
0.804977798551063,0.804977798551063,1,1
0.807314793175976,0.807314793175976,1,1
0.809651787800888,0.809651787800888,1,1
0.8119887824258,0.8119887824258,1,1
0.814325777050713,0.814325777050713,1,1
0.816662771675625,0.816662771675625,1,1
0.818999766300538,0.818999766300538,1,1
0.82133676092545,0.82133676092545,1,1
0.823673755550362,0.823673755550362,1,1
0.826010750175275,0.826010750175275,1,1
0.828347744800187,0.828347744800187,1,1
0.830684739425099,0.830684739425099,1,1
0.833021734050012,0.833021734050012,1,1
0.835358728674924,0.835358728674924,1,1
0.837695723299836,0.837695723299836,1,1
0.840032717924749,0.840032717924749,1,1
0.842369712549661,0.842369712549661,1,1
0.844706707174574,0.844706707174574,1,1
0.847043701799486,0.847043701799486,1,1
0.849380696424398,0.849380696424398,1,1
0.851717691049311,0.851717691049311,1,1
0.854054685674223,0.854054685674223,1,1
0.856391680299135,0.856391680299135,1,1
0.858728674924048,0.858728674924048,1,1
0.86106566954896,0.86106566954896,1,1
0.863402664173872,0.863402664173872,1,1
0.865739658798785,0.865739658798785,1,1
0.868076653423697,0.868076653423697,1,1
0.87041364804861,0.87041364804861,1,1
0.872750642673522,0.872750642673522,1,1
0.875087637298434,0.875087637298434,1,1
0.877424631923347,0.877424631923347,1,1
0.879761626548259,0.879761626548259,1,1
0.882098621173171,0.882098621173171,1,1
0.884435615798084,0.884435615798084,1,1
0.886772610422996,0.886772610422996,1,1
0.889109605047908,0.889109605047908,1,1
0.891446599672821,0.891446599672821,1,1
0.893783594297733,0.893783594297733,1,1
0.896120588922645,0.896120588922645,1,1
0.898457583547558,0.898457583547558,1,1
0.90079457817247,0.90079457817247,1,1
0.903131572797383,0.903131572797383,1,1
0.905468567422295,0.905468567422295,1,1
0.907805562047207,0.907805562047207,1,1
0.91014255667212,0.91014255667212,1,1
0.912479551297032,0.912479551297032,1,1
0.914816545921944,0.914816545921944,1,1
0.917153540546857,0.917153540546857,1,1
0.919490535171769,0.919490535171769,1,1
0.921827529796681,0.921827529796681,1,1
0.924164524421594,0.924164524421594,1,1
0.926501519046506,0.926501519046506,1,1
0.928838513671419,0.928838513671419,1,1
0.931175508296331,0.931175508296331,1,1
0.933512502921243,0.933512502921243,1,1
0.935849497546156,0.935849497546156,1,1
0.938186492171068,0.938186492171068,1,1
0.94052348679598,0.94052348679598,1,1
0.942860481420893,0.942860481420893,1,1
0.945197476045805,0.945197476045805,1,1
0.947534470670717,0.947534470670717,1,1
0.94987146529563,0.94987146529563,1,1
0.952208459920542,0.952208459920542,1,1
0.954545454545455,0.954545454545455,1,1
